timestamp,agent.name,rule.description,rule.level,rule.id
"Mar 26, 2026 @ 14:43:11.223",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:11.223",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:11.223",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:11.223",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:11.223",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:11.223",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:11.223",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:11.223",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:11.222",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:11.222",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:11.222",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.999",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.999",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.999",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.999",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.999",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.999",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.999",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.999",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.999",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.998",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.777",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.777",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.777",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.776",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.776",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.348",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.348",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.348",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.348",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.347",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.347",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.347",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.347",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.347",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.347",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.347",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.346",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.346",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.346",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.346",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.346",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.346",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.346",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.346",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.345",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.345",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.345",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.345",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.345",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.345",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.344",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.344",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.344",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.344",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.344",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.344",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:43:10.343",Gbengas-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:30:19.550",Fridge.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 14:30:02.745",Fridge.local,Wazuh agent disconnected.,3,504
"Mar 26, 2026 @ 14:14:07.412",MACBOOKs-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 13:51:31.906",ip-10-20-135-160.ec2.internal,Azure Security Posture: Azure registry container images should have vulnerabilities resolved.,10,100200
"Mar 26, 2026 @ 13:51:31.906",ip-10-20-135-160.ec2.internal,Azure Security Posture: Container images in Azure registry should have vulnerability findings resolved.,10,100200
"Mar 26, 2026 @ 13:51:30.014",ip-10-20-135-160.ec2.internal,Azure: Log analytics activity,3,87810
"Mar 26, 2026 @ 13:51:30.014",ip-10-20-135-160.ec2.internal,Azure: Log analytics activity,3,87810
"Mar 26, 2026 @ 13:32:07.923",MACBOOKs-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 13:26:07.500",MACBOOKs-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 13:24:23.035",MACBOOKs-MacBook-Pro.local,Screen locked with userID:.,3,89603
"Mar 26, 2026 @ 13:21:29.852",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update curl-minimal.,10,100200
"Mar 26, 2026 @ 13:21:29.851",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update libarchive.,10,100200
"Mar 26, 2026 @ 13:21:29.850",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update libcurl-minimal.,10,100200
"Mar 26, 2026 @ 13:21:29.850",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update openssl-libs.,10,100200
"Mar 26, 2026 @ 13:21:29.849",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update openssl-devel.,10,100200
"Mar 26, 2026 @ 13:21:29.849",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update vim-minimal.,10,100200
"Mar 26, 2026 @ 13:21:29.849",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update glibc.,10,100200
"Mar 26, 2026 @ 13:21:29.847",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update openssl.,10,100200
"Mar 26, 2026 @ 13:21:29.847",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update glib2.,10,100200
"Mar 26, 2026 @ 13:21:29.847",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update gnutls.,10,100200
"Mar 26, 2026 @ 13:21:29.846",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update python3.,10,100200
"Mar 26, 2026 @ 13:21:29.843",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update python3-libs.,10,100200
"Mar 26, 2026 @ 13:21:29.842",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update requests.,10,100200
"Mar 26, 2026 @ 13:21:29.841",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update setuptools.,10,100200
"Mar 26, 2026 @ 13:21:29.840",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update bsdtar.,10,100200
"Mar 26, 2026 @ 13:21:29.839",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update braces.,10,100200
"Mar 26, 2026 @ 13:21:29.838",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update fastify.,10,100200
"Mar 26, 2026 @ 13:21:29.838",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update libbrotli.,10,100200
"Mar 26, 2026 @ 13:21:29.837",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update urllib3.,10,100200
"Mar 26, 2026 @ 13:21:29.836",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update flatted.,10,100200
"Mar 26, 2026 @ 13:21:29.836",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update ajv.,10,100200
"Mar 26, 2026 @ 13:21:29.835",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update minimatch.,10,100200
"Mar 26, 2026 @ 13:21:29.835",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update glob.,10,100200
"Mar 26, 2026 @ 13:21:29.834",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update idna.,10,100200
"Mar 26, 2026 @ 13:21:29.833",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update sqlite3.,10,100200
"Mar 26, 2026 @ 13:21:29.833",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update openssl.,10,100200
"Mar 26, 2026 @ 13:21:29.833",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update glibc.,10,100200
"Mar 26, 2026 @ 13:21:29.831",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update libpng1.6.,10,100200
"Mar 26, 2026 @ 13:21:29.830",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update freetype.,10,100200
"Mar 26, 2026 @ 13:21:29.830",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update dpkg.,10,100200
"Mar 26, 2026 @ 13:21:29.829",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update gnutls28.,10,100200
"Mar 26, 2026 @ 13:21:29.828",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update python3.,10,100200
"Mar 26, 2026 @ 13:21:29.827",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update libuuid.,10,100200
"Mar 26, 2026 @ 13:21:29.827",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update libsmartcols.,10,100200
"Mar 26, 2026 @ 13:21:29.826",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update glibc.,10,100200
"Mar 26, 2026 @ 13:21:29.825",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update gnutls.,10,100200
"Mar 26, 2026 @ 13:21:29.824",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update libarchive.,10,100200
"Mar 26, 2026 @ 13:21:29.824",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update libblkid.,10,100200
"Mar 26, 2026 @ 13:21:29.823",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update libfdisk.,10,100200
"Mar 26, 2026 @ 13:21:29.823",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update util-linux.,10,100200
"Mar 26, 2026 @ 13:21:29.822",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update urllib3.,10,100200
"Mar 26, 2026 @ 13:21:29.822",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update qs.,10,100200
"Mar 26, 2026 @ 13:21:29.821",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update vim-minimal.,10,100200
"Mar 26, 2026 @ 13:21:29.821",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update ajv.,10,100200
"Mar 26, 2026 @ 13:21:29.821",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update python3-urllib3.,10,100200
"Mar 26, 2026 @ 13:21:29.821",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update minimatch.,10,100200
"Mar 26, 2026 @ 13:21:29.820",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update setuptools.,10,100200
"Mar 26, 2026 @ 13:21:29.820",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update util-linux-core.,10,100200
"Mar 26, 2026 @ 13:21:29.819",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update bsdtar.,10,100200
"Mar 26, 2026 @ 13:21:29.818",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update requests.,10,100200
"Mar 26, 2026 @ 13:21:29.818",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update python3-libs.,10,100200
"Mar 26, 2026 @ 13:21:29.817",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update braces.,10,100200
"Mar 26, 2026 @ 13:21:29.817",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update fastify.,10,100200
"Mar 26, 2026 @ 13:21:29.817",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update tar.,10,100200
"Mar 26, 2026 @ 13:21:29.816",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update brace-expansion.,10,100200
"Mar 26, 2026 @ 13:21:29.816",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update libmount.,10,100200
"Mar 26, 2026 @ 13:21:29.815",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update body-parser.,10,100200
"Mar 26, 2026 @ 13:21:29.815",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update file-type.,10,100200
"Mar 26, 2026 @ 13:21:29.810",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update tar.,10,100200
"Mar 26, 2026 @ 13:21:29.808",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update multer.,10,100200
"Mar 26, 2026 @ 13:21:29.808",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update busybox.,10,100200
"Mar 26, 2026 @ 13:21:29.806",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update tmp.,10,100200
"Mar 26, 2026 @ 13:21:29.806",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update brace-expansion.,10,100200
"Mar 26, 2026 @ 13:21:29.805",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update ajv.,10,100200
"Mar 26, 2026 @ 13:21:29.805",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update fast-xml-parser.,10,100200
"Mar 26, 2026 @ 13:21:29.803",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update minimatch.,10,100200
"Mar 26, 2026 @ 13:21:29.803",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update cross-spawn.,10,100200
"Mar 26, 2026 @ 13:21:29.803",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update js-yaml.,10,100200
"Mar 26, 2026 @ 13:21:29.802",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update flatted.,10,100200
"Mar 26, 2026 @ 13:21:29.802",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update glob.,10,100200
"Mar 26, 2026 @ 13:21:29.801",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update fast-xml-parser.,10,100200
"Mar 26, 2026 @ 13:21:29.800",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update busybox.,10,100200
"Mar 26, 2026 @ 13:21:29.799",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update file-type.,10,100200
"Mar 26, 2026 @ 13:21:29.797",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update multer.,10,100200
"Mar 26, 2026 @ 13:21:29.796",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update js-yaml.,10,100200
"Mar 26, 2026 @ 13:21:29.795",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update minimatch.,10,100200
"Mar 26, 2026 @ 13:21:29.795",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update tar.,10,100200
"Mar 26, 2026 @ 13:21:29.795",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update cross-spawn.,10,100200
"Mar 26, 2026 @ 13:21:29.793",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update flatted.,10,100200
"Mar 26, 2026 @ 13:21:29.792",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update qs.,10,100200
"Mar 26, 2026 @ 13:21:29.791",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update glob.,10,100200
"Mar 26, 2026 @ 13:21:29.790",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update ajv.,10,100200
"Mar 26, 2026 @ 13:21:29.790",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update brace-expansion.,10,100200
"Mar 26, 2026 @ 13:20:07.538",MACBOOKs-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 13:14:07.547",MACBOOKs-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 13:13:32.387",MACBOOKs-MacBook-Pro.local,Screen unlocked with userID:.,3,89602
"Mar 26, 2026 @ 13:13:26.824",MACBOOKs-MacBook-Pro.local,Screen locked with userID:.,3,89603
"Mar 26, 2026 @ 13:08:07.332",MACBOOKs-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 13:02:07.692",MACBOOKs-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 13:02:05.053",Jasmins-MacBook-Pro.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 13:01:53.822",Fridge.local,Listened ports status (netstat) changed (new port opened or closed).,7,533
"Mar 26, 2026 @ 13:01:32.214",ip-10-20-135-160.ec2.internal,Azure Security Posture: Container images in Azure registry should have vulnerability findings resolved.,10,100200
"Mar 26, 2026 @ 12:51:29.668",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update openssl.,10,100200
"Mar 26, 2026 @ 12:51:29.668",ip-10-20-135-160.ec2.internal,Azure Security Posture: Update glibc.,10,100200
"Mar 26, 2026 @ 12:51:29.668",ip-10-20-135-160.ec2.internal,Azure Security Posture: Azure registry container images should have vulnerabilities resolved.,10,100200
